PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31153123","Can absence seizures be predicted by vigilance states?: Advanced analysis of sleep-wake states and spike-wave discharges' occurrence in rats","Smyk MK, Sysoev IV, Sysoeva MV, van Luijtelaar G, Drinkenburg WH.","Epilepsy Behav. 2019 Jul;96:200-209. doi: 10.1016/j.yebeh.2019.04.012. Epub 2019 May 30.","Smyk MK","Epilepsy Behav","2019","2019/06/02","","","10.1016/j.yebeh.2019.04.012"
"31087219","Natural silibinin modulates amyloid precursor protein processing and amyloid-β protein clearance in APP/PS1 mice","Bai D, Jin G, Zhang D, Zhao L, Wang M, Zhu Q, Zhu L, Sun Y, Liu X, Chen X, Zhang L, Li W, Cui Y.","J Physiol Sci. 2019 Jul;69(4):643-652. doi: 10.1007/s12576-019-00682-9. Epub 2019 May 13.","Bai D","J Physiol Sci","2019","2019/05/16","","","10.1007/s12576-019-00682-9"
"30826459","Src deficient mice demonstrate behavioral and electrophysiological alterations relevant to psychiatric and developmental disease","Ward KR, Featherstone RE, Naschek MJ, Melnychenko O, Banerjee A, Yi J, Gifford RL, Borgmann-Winter KE, Salter MW, Hahn CG, Siegel SJ.","Prog Neuropsychopharmacol Biol Psychiatry. 2019 Jul 13;93:84-92. doi: 10.1016/j.pnpbp.2019.02.017. Epub 2019 Feb 28.","Ward KR","Prog Neuropsychopharmacol Biol Psychiatry","2019","2019/03/04","","","10.1016/j.pnpbp.2019.02.017"
"30660717","Modulation of sphingosine-1-phosphate receptor by FTY720 contributes in improvement of hepatic encephalopathy induced by bile duct ligation","Shabani M, Ebrahimpoor F, Firouzjaei MA, Kamali L, Shid Moosavi SM, Noorafshan A, Haghani M.","Brain Res Bull. 2019 Mar;146:253-269. doi: 10.1016/j.brainresbull.2019.01.012. Epub 2019 Jan 17.","Shabani M","Brain Res Bull","2019","2019/01/21","","","10.1016/j.brainresbull.2019.01.012"
"30576764","Evaluating the role of orexins in the pathophysiology and treatment of depression: A comprehensive review","Shariq AS, Rosenblat JD, Alageel A, Mansur RB, Rong C, Ho RC, Ragguett RM, Pan Z, Brietzke E, McIntyre RS.","Prog Neuropsychopharmacol Biol Psychiatry. 2019 Jun 8;92:1-7. doi: 10.1016/j.pnpbp.2018.12.008. Epub 2018 Dec 18.","Shariq AS","Prog Neuropsychopharmacol Biol Psychiatry","2019","2018/12/22","","","10.1016/j.pnpbp.2018.12.008"
"30576720","Volumetric brain differences between the Roman rat strains: Neonatal handling effects, sensorimotor gating and working memory","Río-Álamos C, Piludu MA, Gerbolés C, Barroso D, Oliveras I, Sánchez-González A, Cañete T, Tapias-Espinosa C, Sampedro-Viana D, Torrubia R, Tobeña A, Fernández-Teruel A.","Behav Brain Res. 2019 Apr 1;361:74-85. doi: 10.1016/j.bbr.2018.12.033. Epub 2018 Dec 18.","Río-Álamos C","Behav Brain Res","2019","2018/12/22","","","10.1016/j.bbr.2018.12.033"
"30484112","Riluzole Attenuates L-DOPA-Induced Abnormal Involuntary Movements Through Decreasing CREB1 Activity: Insights from a Rat Model","Pagliaroli L, Widomska J, Nespoli E, Hildebrandt T, Barta C, Glennon J, Hengerer B, Poelmans G.","Mol Neurobiol. 2019 Jul;56(7):5111-5121. doi: 10.1007/s12035-018-1433-x. Epub 2018 Nov 27.","Pagliaroli L","Mol Neurobiol","2019","2018/11/29","PMC6647536","","10.1007/s12035-018-1433-x"
"30277612","Astragaloside suppresses tumor necrosis factor receptor-associated factor 5 signaling pathway and alleviates neurodegenerative changes in retinal pigment epithelial cells induced by isoflurane","Chen PJ, Shang AQ, Wang WW, Yang JP.","J Cell Biochem. 2019 Jan;120(1):1028-1037. doi: 10.1002/jcb.27599. Epub 2018 Sep 14.","Chen PJ","J Cell Biochem","2019","2018/10/03","","","10.1002/jcb.27599"
"29884778","Carbamoylated erythropoietin modulates cognitive outcomes of social defeat and differentially regulates gene expression in the dorsal and ventral hippocampus","Sathyanesan M, Watt MJ, Haiar JM, Scholl JL, Davies SR, Paulsen RT, Wiederin J, Ciborowski P, Newton SS.","Transl Psychiatry. 2018 Jun 8;8(1):113. doi: 10.1038/s41398-018-0168-9.","Sathyanesan M","Transl Psychiatry","2018","2018/06/10","PMC5993867","","10.1038/s41398-018-0168-9"
"29339006","Food allergy induces alteration in brain inflammatory status and cognitive impairments","Zhou L, Chen L, Li X, Li T, Dong Z, Wang YT.","Behav Brain Res. 2019 May 17;364:374-382. doi: 10.1016/j.bbr.2018.01.011. Epub 2018 Jan 12.","Zhou L","Behav Brain Res","2019","2018/01/18","","","10.1016/j.bbr.2018.01.011"
"29261798","Therapeutic potential of mesenchymal stromal cells for hypoxic ischemic encephalopathy: A systematic review and meta-analysis of preclinical studies","Archambault J, Moreira A, McDaniel D, Winter L, Sun L, Hornsby P.","PLoS One. 2017 Dec 19;12(12):e0189895. doi: 10.1371/journal.pone.0189895. eCollection 2017.","Archambault J","PLoS One","2017","2017/12/21","PMC5736208","","10.1371/journal.pone.0189895"
"28988132","Ferulic acid attenuates diabetes-induced cognitive impairment in rats via regulation of PTP1B and insulin signaling pathway","Wang H, Sun X, Zhang N, Ji Z, Ma Z, Fu Q, Qu R, Ma S.","Physiol Behav. 2017 Dec 1;182:93-100. doi: 10.1016/j.physbeh.2017.10.001. Epub 2017 Oct 4.","Wang H","Physiol Behav","2017","2017/10/09","","","10.1016/j.physbeh.2017.10.001"
"28916328","Primary hippocampal neuronal cell death induction after acute and repeated paraquat exposures mediated by AChE variants alteration and cholinergic and glutamatergic transmission disruption","Del Pino J, Moyano P, Díaz GG, Anadon MJ, Diaz MJ, García JM, Lobo M, Pelayo A, Sola E, Frejo MT.","Toxicology. 2017 Sep 1;390:88-99. doi: 10.1016/j.tox.2017.09.008. Epub 2017 Sep 12.","Del Pino J","Toxicology","2017","2017/09/17","","","10.1016/j.tox.2017.09.008"
"28696432","Cross-disorder risk gene CACNA1C differentially modulates susceptibility to psychiatric disorders during development and adulthood","Dedic N, Pöhlmann ML, Richter JS, Mehta D, Czamara D, Metzger MW, Dine J, Bedenk BT, Hartmann J, Wagner KV, Jurik A, Almli LM, Lori A, Moosmang S, Hofmann F, Wotjak CT, Rammes G, Eder M, Chen A, Ressler KJ, Wurst W, Schmidt MV, Binder EB, Deussing JM.","Mol Psychiatry. 2018 Mar;23(3):533-543. doi: 10.1038/mp.2017.133. Epub 2017 Jul 11.","Dedic N","Mol Psychiatry","2018","2017/07/12","PMC5822460","","10.1038/mp.2017.133"
"28480587","Melatonin successfully rescues hippocampal bioenergetics and improves cognitive function following drug intoxication by promoting Nrf2-ARE signaling activity","Chen LY, Renn TY, Liao WC, Mai FD, Ho YJ, Hsiao G, Lee AW, Chang HM.","J Pineal Res. 2017 Sep;63(2). doi: 10.1111/jpi.12417. Epub 2017 May 25.","Chen LY","J Pineal Res","2017","2017/05/09","","","10.1111/jpi.12417"
"28456716","Voluntary exercise increases adult hippocampal neurogenesis by increasing GSK-3β activity in mice","Zang J, Liu Y, Li W, Xiao D, Zhang Y, Luo Y, Liang W, Liu F, Wei W.","Neuroscience. 2017 Jun 23;354:122-135. doi: 10.1016/j.neuroscience.2017.04.024. Epub 2017 Apr 27.","Zang J","Neuroscience","2017","2017/05/01","","","10.1016/j.neuroscience.2017.04.024"
"28323282","An autism-associated serotonin transporter variant disrupts multisensory processing","Siemann JK, Muller CL, Forsberg CG, Blakely RD, Veenstra-VanderWeele J, Wallace MT.","Transl Psychiatry. 2017 Mar 21;7(3):e1067. doi: 10.1038/tp.2017.17.","Siemann JK","Transl Psychiatry","2017","2017/03/22","PMC5416665","","10.1038/tp.2017.17"
"27785461","Immature Neurons and Radial Glia, But Not Astrocytes or Microglia, Are Altered in Adult Cntnap2 and Shank3 Mice, Models of Autism","Cope EC, Briones BA, Brockett AT, Martinez S, Vigneron PA, Opendak M, Wang SS, Gould E.","eNeuro. 2016 Oct 17;3(5):ENEURO.0196-16.2016. doi: 10.1523/ENEURO.0196-16.2016. eCollection 2016 Sep-Oct.","Cope EC","eNeuro","2016","2016/10/28","PMC5066262","","10.1523/ENEURO.0196-16.2016"
"27340853","Human ApoE ɛ2 Promotes Regulatory Mechanisms of Bioenergetic and Synaptic Function in Female Brain: A Focus on V-type H+-ATPase","Woody SK, Zhou H, Ibrahimi S, Dong Y, Zhao L.","J Alzheimers Dis. 2016 Jun 18;53(3):1015-31. doi: 10.3233/JAD-160307.","Woody SK","J Alzheimers Dis","2016","2016/06/25","PMC5849070","NIHMS947055","10.3233/JAD-160307"
"27016384","Hippocampal Sirtuin 1 Signaling Mediates Depression-like Behavior","Abe-Higuchi N, Uchida S, Yamagata H, Higuchi F, Hobara T, Hara K, Kobayashi A, Watanabe Y.","Biol Psychiatry. 2016 Dec 1;80(11):815-826. doi: 10.1016/j.biopsych.2016.01.009. Epub 2016 Jan 30.","Abe-Higuchi N","Biol Psychiatry","2016","2016/03/27","","","10.1016/j.biopsych.2016.01.009"
"26984821","Effect of pregabalin on contextual memory deficits and inflammatory state-related protein expression in streptozotocin-induced diabetic mice","Sałat K, Gdula-Argasińska J, Malikowska N, Podkowa A, Lipkowska A, Librowski T.","Naunyn Schmiedebergs Arch Pharmacol. 2016 Jun;389(6):613-23. doi: 10.1007/s00210-016-1230-x. Epub 2016 Mar 17.","Sałat K","Naunyn Schmiedebergs Arch Pharmacol","2016","2016/03/18","PMC4866991","","10.1007/s00210-016-1230-x"
"26907803","Naturally occurring autoantibodies against Aβ oligomers exhibited more beneficial effects in the treatment of mouse model of Alzheimer's disease than intravenous immunoglobulin","Wang T, Xie XX, Ji M, Wang SW, Zha J, Zhou WW, Yu XL, Wei C, Ma S, Xi ZY, Pang GL, Liu RT.","Neuropharmacology. 2016 Jun;105:561-576. doi: 10.1016/j.neuropharm.2016.02.015. Epub 2016 Feb 18.","Wang T","Neuropharmacology","2016","2016/02/25","","","10.1016/j.neuropharm.2016.02.015"
"31290450","MK-801 attenuates lesion expansion following acute brain injury in rats: a meta-analysis","Yi NX, Zhou LY, Wang XY, Song YJ, Han HH, Zhang TS, Wang YJ, Shi Q, Xu H, Liang QQ, Zhang T.","Neural Regen Res. 2019 Nov;14(11):1919-1931. doi: 10.4103/1673-5374.259619.","Yi NX","Neural Regen Res","2019","2019/07/11","PMC6676887","","10.4103/1673-5374.259619"
"28617197","Chronic early life stress induced by limited bedding and nesting (LBN) material in rodents: critical considerations of methodology, outcomes and translational potential","Walker CD, Bath KG, Joels M, Korosi A, Larauche M, Lucassen PJ, Morris MJ, Raineki C, Roth TL, Sullivan RM, Taché Y, Baram TZ.","Stress. 2017 Sep;20(5):421-448. doi: 10.1080/10253890.2017.1343296. Epub 2017 Jul 12.","Walker CD","Stress","2017","2017/06/16","PMC5705407","NIHMS891548","10.1080/10253890.2017.1343296"
"28993310","Rodent models in Down syndrome research: impact and future opportunities","Herault Y, Delabar JM, Fisher EMC, Tybulewicz VLJ, Yu E, Brault V.","Dis Model Mech. 2017 Oct 1;10(10):1165-1186. doi: 10.1242/dmm.029728.","Herault Y","Dis Model Mech","2017","2017/10/11","PMC5665454","","10.1242/dmm.029728"
"27511294","The need for calcium imaging in nonhuman primates: New motor neuroscience and brain-machine interfaces","O'Shea DJ, Trautmann E, Chandrasekaran C, Stavisky S, Kao JC, Sahani M, Ryu S, Deisseroth K, Shenoy KV.","Exp Neurol. 2017 Jan;287(Pt 4):437-451. doi: 10.1016/j.expneurol.2016.08.003. Epub 2016 Aug 7.","O'Shea DJ","Exp Neurol","2017","2016/08/12","PMC5154795","NIHMS812036","10.1016/j.expneurol.2016.08.003"
"30144237","Increased cocaine self-administration in rats lacking the serotonin transporter: a role for glutamatergic signaling in the habenula","Caffino L, Verheij MMM, Que L, Guo C, Homberg JR, Fumagalli F.","Addict Biol. 2019 Nov;24(6):1167-1178. doi: 10.1111/adb.12673. Epub 2018 Aug 24.","Caffino L","Addict Biol","2019","2018/08/26","","","10.1111/adb.12673"
"28190466","The total triterpenoid saponins of Xanthoceras sorbifolia improve learning and memory impairments through against oxidative stress and synaptic damage","Ji XF, Chi TY, Liu P, Li LY, Xu JK, Xu Q, Zou LB, Meng DL.","Phytomedicine. 2017 Feb 15;25:15-24. doi: 10.1016/j.phymed.2016.12.009. Epub 2016 Dec 20.","Ji XF","Phytomedicine","2017","2017/02/14","","","10.1016/j.phymed.2016.12.009"
"31685977","DL0410 ameliorates cognitive deficits in APP/PS1 transgenic mice by promoting synaptic transmission and reducing neuronal loss","Zhou W, Lian WW, Yan R, Jia H, Xu LJ, Wang L, Liu AL, Du GH.","Acta Pharmacol Sin. 2020 May;41(5):599-611. doi: 10.1038/s41401-019-0312-y. Epub 2019 Nov 4.","Zhou W","Acta Pharmacol Sin","2020","2019/11/06","PMC7471418","","10.1038/s41401-019-0312-y"
"31295467","Over-expression of miR-34a induces rapid cognitive impairment and Alzheimer's disease-like pathology","Sarkar S, Engler-Chiurazzi EB, Cavendish JZ, Povroznik JM, Russell AE, Quintana DD, Mathers PH, Simpkins JW.","Brain Res. 2019 Oct 15;1721:146327. doi: 10.1016/j.brainres.2019.146327. Epub 2019 Jul 8.","Sarkar S","Brain Res","2019","2019/07/12","PMC7014559","NIHMS1067333","10.1016/j.brainres.2019.146327"
"27911303","Amylin Treatment Reduces Neuroinflammation and Ameliorates Abnormal Patterns of Gene Expression in the Cerebral Cortex of an Alzheimer's Disease Mouse Model","Wang E, Zhu H, Wang X, Gower AC, Wallack M, Blusztajn JK, Kowall N, Qiu WQ.","J Alzheimers Dis. 2017;56(1):47-61. doi: 10.3233/JAD-160677.","Wang E","J Alzheimers Dis","2017","2016/12/03","PMC5331853","NIHMS846361","10.3233/JAD-160677"
"27532817","Neural Stem Cell or Human Induced Pluripotent Stem Cell-Derived GABA-ergic Progenitor Cell Grafting in an Animal Model of Chronic Temporal Lobe Epilepsy","Upadhya D, Hattiangady B, Shetty GA, Zanirati G, Kodali M, Shetty AK.","Curr Protoc Stem Cell Biol. 2016 Aug 17;38:2D.7.1-2D.7.47. doi: 10.1002/cpsc.9.","Upadhya D","Curr Protoc Stem Cell Biol","2016","2016/08/18","PMC5313261","NIHMS807652","10.1002/cpsc.9"
"31904546","Modulation of the MAPKs pathways affects Aβ-induced cognitive deficits in Alzheimer's disease via activation of α7nAChR","Chang KW, Zong HF, Rizvi MY, Ma KG, Zhai W, Wang M, Yang WN, Ji SF, Qian YH.","Neurobiol Learn Mem. 2020 Feb;168:107154. doi: 10.1016/j.nlm.2019.107154. Epub 2020 Jan 2.","Chang KW","Neurobiol Learn Mem","2020","2020/01/07","","","10.1016/j.nlm.2019.107154"
"26369879","Prostaglandin E2 EP2 activation reduces memory decline in R6/1 mouse model of Huntington's disease by the induction of BDNF-dependent synaptic plasticity","Anglada-Huguet M, Vidal-Sancho L, Giralt A, García-Díaz Barriga G, Xifró X, Alberch J.","Neurobiol Dis. 2016 Nov;95:22-34. doi: 10.1016/j.nbd.2015.09.001. Epub 2015 Sep 11.","Anglada-Huguet M","Neurobiol Dis","2016","2015/09/16","","","10.1016/j.nbd.2015.09.001"
"31399953","11β-HSD1 Inhibition Rescues SAMP8 Cognitive Impairment Induced by Metabolic Stress","Puigoriol-Illamola D, Leiva R, Vázquez-Carrera M, Vázquez S, Griñán-Ferré C, Pallàs M.","Mol Neurobiol. 2020 Jan;57(1):551-565. doi: 10.1007/s12035-019-01708-4. Epub 2019 Aug 9.","Puigoriol-Illamola D","Mol Neurobiol","2020","2019/08/11","","","10.1007/s12035-019-01708-4"
"30055293","Aberrant cardiolipin metabolism is associated with cognitive deficiency and hippocampal alteration in tafazzin knockdown mice","Cole LK, Kim JH, Amoscato AA, Tyurina YY, Bay R H, Karimi B, Siddiqui TJ, Kagan VE, Hatch GM, Kauppinen TM.","Biochim Biophys Acta Mol Basis Dis. 2018 Oct;1864(10):3353-3367. doi: 10.1016/j.bbadis.2018.07.022. Epub 2018 Jul 25.","Cole LK","Biochim Biophys Acta Mol Basis Dis","2018","2018/07/29","PMC6532065","NIHMS1028979","10.1016/j.bbadis.2018.07.022"
"29426327","Porphyromonas gingivalis lipopolysaccharide induces cognitive dysfunction, mediated by neuronal inflammation via activation of the TLR4 signaling pathway in C57BL/6 mice","Zhang J, Yu C, Zhang X, Chen H, Dong J, Lu W, Song Z, Zhou W.","J Neuroinflammation. 2018 Feb 9;15(1):37. doi: 10.1186/s12974-017-1052-x.","Zhang J","J Neuroinflammation","2018","2018/02/11","PMC5810193","","10.1186/s12974-017-1052-x"
"27170133","How the Human Brain Represents Perceived Dangerousness or ""Predacity"" of Animals","Connolly AC, Sha L, Guntupalli JS, Oosterhof N, Halchenko YO, Nastase SA, di Oleggio Castello MV, Abdi H, Jobst BC, Gobbini MI, Haxby JV.","J Neurosci. 2016 May 11;36(19):5373-84. doi: 10.1523/JNEUROSCI.3395-15.2016.","Connolly AC","J Neurosci","2016","2016/05/13","PMC4863063","","10.1523/JNEUROSCI.3395-15.2016"
"30403997","Characterization of a Mouse Model of Börjeson-Forssman-Lehmann Syndrome","Cheng C, Deng PY, Ikeuchi Y, Yuede C, Li D, Rensing N, Huang J, Baldridge D, Maloney SE, Dougherty JD, Constantino J, Jahani-Asl A, Wong M, Wozniak DF, Wang T, Klyachko VA, Bonni A.","Cell Rep. 2018 Nov 6;25(6):1404-1414.e6. doi: 10.1016/j.celrep.2018.10.043.","Cheng C","Cell Rep","2018","2018/11/08","PMC6261530","NIHMS1512143","10.1016/j.celrep.2018.10.043"
"31763689","Animal-assisted therapy for dementia","Lai NM, Chang SMW, Ng SS, Tan SL, Chaiyakunapruk N, Stanaway F.","Cochrane Database Syst Rev. 2019 Nov 25;2019(11):CD013243. doi: 10.1002/14651858.CD013243.pub2.","Lai NM","Cochrane Database Syst Rev","2019","2019/11/26","PMC6953240","","10.1002/14651858.CD013243.pub2"
"33199896","Severe reactive astrocytes precipitate pathological hallmarks of Alzheimer's disease via H(2)O(2)(-) production","Chun H, Im H, Kang YJ, Kim Y, Shin JH, Won W, Lim J, Ju Y, Park YM, Kim S, Lee SE, Lee J, Woo J, Hwang Y, Cho H, Jo S, Park JH, Kim D, Kim DY, Seo JS, Gwag BJ, Kim YS, Park KD, Kaang BK, Cho H, Ryu H, Lee CJ.","Nat Neurosci. 2020 Dec;23(12):1555-1566. doi: 10.1038/s41593-020-00735-y. Epub 2020 Nov 16.","Chun H","Nat Neurosci","2020","2020/11/17","","","10.1038/s41593-020-00735-y"
"30226467","Normal cognitive and social development require posterior cerebellar activity","Badura A, Verpeut JL, Metzger JW, Pereira TD, Pisano TJ, Deverett B, Bakshinskaya DE, Wang SS.","Elife. 2018 Sep 20;7:e36401. doi: 10.7554/eLife.36401.","Badura A","Elife","2018","2018/09/19","PMC6195348","","10.7554/eLife.36401"
"28986463","Hebbian Learning in a Random Network Captures Selectivity Properties of the Prefrontal Cortex","Lindsay GW, Rigotti M, Warden MR, Miller EK, Fusi S.","J Neurosci. 2017 Nov 8;37(45):11021-11036. doi: 10.1523/JNEUROSCI.1222-17.2017. Epub 2017 Oct 6.","Lindsay GW","J Neurosci","2017","2017/10/08","PMC5678026","","10.1523/JNEUROSCI.1222-17.2017"
"26764156","Mavoglurant in fragile X syndrome: Results of two randomized, double-blind, placebo-controlled trials","Berry-Kravis E, Des Portes V, Hagerman R, Jacquemont S, Charles P, Visootsak J, Brinkman M, Rerat K, Koumaras B, Zhu L, Barth GM, Jaecklin T, Apostol G, von Raison F.","Sci Transl Med. 2016 Jan 13;8(321):321ra5. doi: 10.1126/scitranslmed.aab4109.","Berry-Kravis E","Sci Transl Med","2016","2016/01/15","","","10.1126/scitranslmed.aab4109"
"33197761","NaoXinTong Capsule ameliorates memory deficit in APP/PS1 mice by regulating inflammatory cytokines","Wang X, Yin Z, Cao P, Zheng S, Chen Y, Yu M, Liao C, Zhang Z, Duan Y, Han J, Zhang S, Yang X.","Biomed Pharmacother. 2021 Jan;133:110964. doi: 10.1016/j.biopha.2020.110964. Epub 2020 Nov 13.","Wang X","Biomed Pharmacother","2021","2020/11/16","","","10.1016/j.biopha.2020.110964"
"32640227","Excessive Astrocytic GABA Causes Cortical Hypometabolism and Impedes Functional Recovery after Subcortical Stroke","Nam MH, Cho J, Kwon DH, Park JY, Woo J, Lee JM, Lee S, Ko HY, Won W, Kim RG, Song H, Oh SJ, Choi JW, Park KD, Park EK, Jung H, Kim HS, Lee MC, Yun M, Lee CJ, Kim HI.","Cell Rep. 2020 Jul 7;32(1):107861. doi: 10.1016/j.celrep.2020.107861.","Nam MH","Cell Rep","2020","2020/07/09","","","10.1016/j.celrep.2020.107861"
"30713102","Oxytocin receptor knockout prairie voles generated by CRISPR/Cas9 editing show reduced preference for social novelty and exaggerated repetitive behaviors","Horie K, Inoue K, Suzuki S, Adachi S, Yada S, Hirayama T, Hidema S, Young LJ, Nishimori K.","Horm Behav. 2019 May;111:60-69. doi: 10.1016/j.yhbeh.2018.10.011. Epub 2018 Nov 8.","Horie K","Horm Behav","2019","2019/02/05","PMC6506400","NIHMS1512017","10.1016/j.yhbeh.2018.10.011"
